"nftId","uri","image","metadata"
"craftyourworld-0067","https://craftyourworld-book-nft.s3.amazonaws.com/webp/67.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-2-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0067"",""fileName"":""Craftyourworld-cover-0-2-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeibvzemzoosnxoiyj5fq6t2qqhbg2eqbgehzixjhmbmu4k2exaqagy"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Pale Azure"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0068","https://craftyourworld-book-nft.s3.amazonaws.com/webp/68.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-1-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0068"",""fileName"":""Craftyourworld-cover-0-1-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeibv5vwdq2j55wfbkp6ttazfmog4jhw2eewalxubqvg4ctvzqoavju"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Melon"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0069","https://craftyourworld-book-nft.s3.amazonaws.com/webp/69.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-0-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0069"",""fileName"":""Craftyourworld-cover-0-0-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeihbo6wnm5unpxatlhdcado3kl7sretjziuj7xceu56iwk3zpweluy"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Aureolin"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0070","https://craftyourworld-book-nft.s3.amazonaws.com/webp/70.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-2-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0070"",""fileName"":""Craftyourworld-cover-3-2-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiaaudw55rtqzem7eopts2jdjtehvklmb7uxvpsx45rglj6p72bfb4"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Pale Azure"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0071","https://craftyourworld-book-nft.s3.amazonaws.com/webp/71.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-3-2-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0071"",""fileName"":""Craftyourworld-cover-3-3-2-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeidgru2mugenq4foas7nccjomb2nomduoc53wkehnjwf2cr5ytuy7i"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Tea Rose"",""backdrop"":""Hong Kong 2"",""signature"":""None""}}"
"craftyourworld-0072","https://craftyourworld-book-nft.s3.amazonaws.com/webp/72.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-2-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0072"",""fileName"":""Craftyourworld-cover-1-2-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeial5yzitna2rko3np44siigsn5aefywl7vtj6ufpzjztpkezhoeqq"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Pale Azure"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0073","https://craftyourworld-book-nft.s3.amazonaws.com/webp/73.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-3-4-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0073"",""fileName"":""Craftyourworld-cover-3-3-4-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeidc63exxgyttryear2iauujmgdvqjoxujp55hij3gtvnqhj3euuqi"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Tea Rose"",""backdrop"":""World"",""signature"":""None""}}"
"craftyourworld-0074","https://craftyourworld-book-nft.s3.amazonaws.com/webp/74.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-1-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0074"",""fileName"":""Craftyourworld-cover-1-1-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeicpdwg3pfkqasf37zzphxwnvxg2tzug222rsquxgikrymkse7lucy"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Melon"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0075","https://craftyourworld-book-nft.s3.amazonaws.com/webp/75.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-4-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0075"",""fileName"":""Craftyourworld-cover-2-4-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiavftmk775cc2mexe5gtct7zap2sdelqwllsv6q2vygq3hrwa237e"",""attributes"":{""icon"":""Jet"",""bgColor"":""Tea Green"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0076","https://craftyourworld-book-nft.s3.amazonaws.com/webp/76.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-2-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0076"",""fileName"":""Craftyourworld-cover-4-2-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeicp6ipzr4hp3ysqvqgtkgj3k4qyhutn36lc3oyhaxzlm3hxvnsifu"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Pale Azure"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0077","https://craftyourworld-book-nft.s3.amazonaws.com/webp/77.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-3-4-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0077"",""fileName"":""Craftyourworld-cover-2-3-4-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiags66f4qlwtxyvqvs7gj3hvhvhuyzufkxcgemhu5z2btzwrcjdyu"",""attributes"":{""icon"":""Jet"",""bgColor"":""Tea Rose"",""backdrop"":""World"",""signature"":""None""}}"
"craftyourworld-0078","https://craftyourworld-book-nft.s3.amazonaws.com/webp/78.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-0-5-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0078"",""fileName"":""Craftyourworld-cover-0-0-5-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeica7yrsjeqwyfgotcytk7eyfr63anil5xvnegh3wbcyqwcuwqvmeq"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Aureolin"",""backdrop"":""Wave"",""signature"":""None""}}"
"craftyourworld-0079","https://craftyourworld-book-nft.s3.amazonaws.com/webp/79.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-4-1-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0079"",""fileName"":""Craftyourworld-cover-3-4-1-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeifxfpxhtifw3p2rei7vlxjkw5y22puwqsyzgrlejnriwutqfk276y"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Tea Green"",""backdrop"":""Hong Kong 1"",""signature"":""None""}}"
"craftyourworld-0080","https://craftyourworld-book-nft.s3.amazonaws.com/webp/80.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-3-1-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0080"",""fileName"":""Craftyourworld-cover-1-3-1-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiax25hmmygrg4nwavlsmf7bj6m6jej32mab6dlhpxgjlk7eoj7jqa"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Tea Rose"",""backdrop"":""Hong Kong 1"",""signature"":""None""}}"
"craftyourworld-0081","https://craftyourworld-book-nft.s3.amazonaws.com/webp/81.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-0-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0081"",""fileName"":""Craftyourworld-cover-1-0-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeief6bfp5jgzml2k7sql46cufpwdozbuemav62ggn2qks7ngclm674"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Aureolin"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0082","https://craftyourworld-book-nft.s3.amazonaws.com/webp/82.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-4-1-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0082"",""fileName"":""Craftyourworld-cover-4-4-1-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeig2c2amlkp3busgu67yrovjd6rlg3yp4p6tjhjq53yhivhbpcpcl4"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Tea Green"",""backdrop"":""Hong Kong 1"",""signature"":""None""}}"
"craftyourworld-0083","https://craftyourworld-book-nft.s3.amazonaws.com/webp/83.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-3-1-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0083"",""fileName"":""Craftyourworld-cover-2-3-1-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeif3e6nc2dzg25jqxyqkj4pyhfzfxezjzrqn46k3tsz2u342xhp3em"",""attributes"":{""icon"":""Jet"",""bgColor"":""Tea Rose"",""backdrop"":""Hong Kong 1"",""signature"":""None""}}"
"craftyourworld-0084","https://craftyourworld-book-nft.s3.amazonaws.com/webp/84.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-4-2-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0084"",""fileName"":""Craftyourworld-cover-0-4-2-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeif5nymgxnli7gr2kxvnelkjajb3uwux4mgvudvoilfeuhfjbckxia"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Tea Green"",""backdrop"":""Hong Kong 2"",""signature"":""None""}}"
"craftyourworld-0085","https://craftyourworld-book-nft.s3.amazonaws.com/webp/85.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-1-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0085"",""fileName"":""Craftyourworld-cover-4-1-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiaop3z7hinfgq7n4k5jwc3facf544r7typ6365jewhfsiqmyawwcm"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Melon"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0086","https://craftyourworld-book-nft.s3.amazonaws.com/webp/86.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-2-4-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0086"",""fileName"":""Craftyourworld-cover-4-2-4-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeidnhurkhchvy3bsaltcmuljqb2ah6r23jke5fati5a2vccxawbxim"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Pale Azure"",""backdrop"":""World"",""signature"":""None""}}"
"craftyourworld-0087","https://craftyourworld-book-nft.s3.amazonaws.com/webp/87.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-4-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0087"",""fileName"":""Craftyourworld-cover-3-4-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeigbwn2qdtiwx64hlp3bcnuf2cjjkwh5enf5wtqtdrqkqreyo6msjm"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Tea Green"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0088","https://craftyourworld-book-nft.s3.amazonaws.com/webp/88.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-3-4-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0088"",""fileName"":""Craftyourworld-cover-4-3-4-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeicfawuvzluz7jjwt3sqnph6w6r3t26wkxopc54ag5yqawloh2mxoy"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Tea Rose"",""backdrop"":""World"",""signature"":""None""}}"
"craftyourworld-0089","https://craftyourworld-book-nft.s3.amazonaws.com/webp/89.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-2-5-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0089"",""fileName"":""Craftyourworld-cover-1-2-5-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeigh62ubbjj4sx2bruwd7elyelq3jnmrh6ciq7h2jca3af7pdqrjku"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Pale Azure"",""backdrop"":""Wave"",""signature"":""None""}}"
"craftyourworld-0090","https://craftyourworld-book-nft.s3.amazonaws.com/webp/90.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-4-1-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0090"",""fileName"":""Craftyourworld-cover-2-4-1-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeifsfwxvo6icuq47vlhyoyqz6vu6sug2otid77pkuy7ts323mxqqoi"",""attributes"":{""icon"":""Jet"",""bgColor"":""Tea Green"",""backdrop"":""Hong Kong 1"",""signature"":""None""}}"
"craftyourworld-0091","https://craftyourworld-book-nft.s3.amazonaws.com/webp/91.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-1-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0091"",""fileName"":""Craftyourworld-cover-2-1-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeic32kqvtox6gqzmxoga6qhoibasastf2lqs5dmugkmxg2xzq2agvq"",""attributes"":{""icon"":""Jet"",""bgColor"":""Melon"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0092","https://craftyourworld-book-nft.s3.amazonaws.com/webp/92.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-3-4-4-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0092"",""fileName"":""Craftyourworld-cover-3-4-4-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeidkvc4styi6is42qvcfim3sa7dfdefgykimdfjg4qf6t6fouundv4"",""attributes"":{""icon"":""Cessna"",""bgColor"":""Tea Green"",""backdrop"":""World"",""signature"":""None""}}"
"craftyourworld-0093","https://craftyourworld-book-nft.s3.amazonaws.com/webp/93.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-1-5-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0093"",""fileName"":""Craftyourworld-cover-0-1-5-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeidcsm3ziut2xqeok3lawf7vlcmzhtsum563tf5ytavikrkc7pocja"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Melon"",""backdrop"":""Wave"",""signature"":""None""}}"
"craftyourworld-0094","https://craftyourworld-book-nft.s3.amazonaws.com/webp/94.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-4-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0094"",""fileName"":""Craftyourworld-cover-1-4-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeihfk6bdgr24q6jizpm3mix6x4q56nipjgvj7wlt4tfgtddnsdflz4"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Tea Green"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0095","https://craftyourworld-book-nft.s3.amazonaws.com/webp/95.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-4-4-2-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0095"",""fileName"":""Craftyourworld-cover-4-4-2-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeihemwia6uyd2qffsnqpi2o5r5uhekzzjdqh62bopmzh2ptqe3ir7e"",""attributes"":{""icon"":""Rocket"",""bgColor"":""Tea Green"",""backdrop"":""Hong Kong 2"",""signature"":""None""}}"
"craftyourworld-0096","https://craftyourworld-book-nft.s3.amazonaws.com/webp/96.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-2-0-0-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0096"",""fileName"":""Craftyourworld-cover-2-0-0-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeiecqdnynxzup76g7nldwcdkupgh4atbzn2j25ojhojubdzw5fqb5m"",""attributes"":{""icon"":""Jet"",""bgColor"":""Aureolin"",""backdrop"":""None"",""signature"":""None""}}"
"craftyourworld-0097","https://craftyourworld-book-nft.s3.amazonaws.com/webp/97.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-1-0-6-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0097"",""fileName"":""Craftyourworld-cover-1-0-6-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeib47vrbs53cu6zmcjlcg3eglsomicq76uwcu4z36zbsb4kwc6vr2a"",""attributes"":{""icon"":""Formular1"",""bgColor"":""Aureolin"",""backdrop"":""Arrow"",""signature"":""None""}}"
"craftyourworld-0098","https://craftyourworld-book-nft.s3.amazonaws.com/webp/98.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-0-3-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0098"",""fileName"":""Craftyourworld-cover-0-0-3-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeihsr3jezwsby22sbdxiwk6mc7xdhu62pnnxox6ngbqnxpgguosx3e"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Aureolin"",""backdrop"":""Washington DC"",""signature"":""None""}}"
"craftyourworld-0099","https://craftyourworld-book-nft.s3.amazonaws.com/webp/99.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-2-5-0.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0099"",""fileName"":""Craftyourworld-cover-0-2-5-0"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeibbm7xkuwgtmf3di5ao5yp4n3c35u2m3uuqnlugsrgahmwombcf24"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Pale Azure"",""backdrop"":""Wave"",""signature"":""None""}}"
"craftyourworld-0100","https://craftyourworld-book-nft.s3.amazonaws.com/webp/100.json","https://craftyourworld-book-nft.s3.amazonaws.com/webp/Craftyourworld-cover-0-2-1-1.webp","{""name"":""Craft your world: Create a life worth living through entrepreneurship"",""description"":""#0100"",""fileName"":""Craftyourworld-cover-0-2-1-1"",""ipfs_hash"":""https://ipfs.io/ipfs/bafybeicqums35i2cchtzdy2wja2itmdrlwfc6tx4h7uihsuvjknotrx3jm"",""attributes"":{""icon"":""Paper Plane"",""bgColor"":""Pale Azure"",""backdrop"":""Hong Kong 1"",""signature"":""Know Yourself""}}"